"Título de trazado: DIM-01-MUL 1000"
"N.º","Fecha Tiempo, GMT-03:00","Temp, °C (LGR S/N: 2338259, SEN S/N: 2338259)","HR, % (LGR S/N: 2338259, SEN S/N: 2338259)","Parado (LGR S/N: 2338259)","Final de archivo (LGR S/N: 2338259)"
514,11/16/24 10:45:00 AM,19.936,58.400,,
515,11/16/24 10:50:00 AM,20.055,58.449,,
516,11/16/24 10:55:00 AM,20.150,59.256,,
517,11/16/24 11:00:00 AM,20.055,57.868,,
518,11/16/24 11:05:00 AM,19.936,57.728,,
519,11/16/24 11:10:00 AM,19.984,58.499,,
520,11/16/24 11:15:00 AM,20.126,59.618,,
521,11/16/24 11:20:00 AM,20.103,58.395,,
522,11/16/24 11:25:00 AM,20.007,57.524,,
523,11/16/24 11:30:00 AM,19.960,58.312,,
524,11/16/24 11:35:00 AM,20.055,58.296,,
525,11/16/24 11:40:00 AM,20.150,58.952,,
526,11/16/24 11:45:00 AM,20.055,57.532,,
527,11/16/24 11:50:00 AM,19.936,57.483,,
528,11/16/24 11:55:00 AM,19.984,58.316,,
529,11/16/24 12:00:00 PM,20.126,59.313,,
530,11/16/24 12:05:00 PM,20.103,58.151,,
531,11/16/24 12:10:00 PM,19.984,57.184,,
532,11/16/24 12:15:00 PM,19.912,58.182,,
533,11/16/24 12:20:00 PM,20.055,58.510,,
534,11/16/24 12:25:00 PM,20.126,59.222,,
535,11/16/24 12:30:00 PM,20.079,58.178,,
536,11/16/24 12:35:00 PM,19.984,57.582,,
537,11/16/24 12:40:00 PM,19.936,58.583,,
538,11/16/24 12:45:00 PM,20.079,58.819,,
539,11/16/24 12:50:00 PM,20.150,59.530,,
540,11/16/24 12:55:00 PM,20.103,58.578,,
541,11/16/24 01:00:00 PM,20.007,57.830,,
542,11/16/24 01:05:00 PM,19.960,58.312,,
543,11/16/24 01:10:00 PM,20.055,58.784,,
544,11/16/24 01:15:00 PM,20.174,59.382,,
545,11/16/24 01:20:00 PM,20.126,58.460,,
546,11/16/24 01:25:00 PM,20.055,57.776,,
547,11/16/24 01:30:00 PM,20.007,58.502,,
548,11/16/24 01:35:00 PM,20.126,59.435,,
549,11/16/24 01:40:00 PM,20.174,59.077,,
550,11/16/24 01:45:00 PM,20.079,57.872,,
551,11/16/24 01:50:00 PM,20.007,57.402,,
552,11/16/24 01:55:00 PM,19.960,57.670,,
553,11/16/24 02:00:00 PM,20.079,58.330,,
554,11/16/24 02:05:00 PM,20.150,58.555,,
555,11/16/24 02:10:00 PM,20.103,57.416,,
556,11/16/24 02:15:00 PM,20.031,57.007,,
557,11/16/24 02:20:00 PM,19.960,56.567,,
558,11/16/24 02:25:00 PM,20.031,57.681,,
559,11/16/24 02:30:00 PM,20.150,58.555,,
560,11/16/24 02:35:00 PM,20.174,57.519,,
561,11/16/24 02:40:00 PM,20.079,56.707,,
562,11/16/24 02:45:00 PM,20.007,56.174,,
563,11/16/24 02:50:00 PM,19.936,55.794,,
564,11/16/24 02:55:00 PM,19.984,57.031,,
565,11/16/24 03:00:00 PM,20.126,57.940,,
566,11/16/24 03:05:00 PM,20.103,56.834,,
567,11/16/24 03:10:00 PM,20.055,56.151,,
568,11/16/24 03:15:00 PM,19.984,55.678,,
569,11/16/24 03:20:00 PM,19.960,56.321,,
570,11/16/24 03:25:00 PM,20.103,57.661,,
571,11/16/24 03:30:00 PM,20.150,57.086,,
572,11/16/24 03:35:00 PM,20.103,56.127,,
573,11/16/24 03:40:00 PM,20.055,55.627,,
574,11/16/24 03:45:00 PM,19.960,55.058,,
575,11/16/24 03:50:00 PM,19.912,56.006,,
576,11/16/24 03:55:00 PM,20.055,56.888,,
577,11/16/24 04:00:00 PM,20.150,57.301,,
578,11/16/24 04:05:00 PM,20.150,56.380,,
579,11/16/24 04:10:00 PM,20.055,55.566,,
580,11/16/24 04:15:00 PM,19.984,55.370,,
581,11/16/24 04:20:00 PM,19.936,55.702,,
582,11/16/24 04:25:00 PM,20.031,56.670,,
583,11/16/24 04:30:00 PM,20.150,57.454,,
584,11/16/24 04:35:00 PM,20.126,56.653,,
585,11/16/24 04:40:00 PM,20.055,56.089,,
586,11/16/24 04:45:00 PM,20.007,55.682,,
587,11/16/24 04:50:00 PM,19.960,55.397,,
588,11/16/24 04:55:00 PM,20.007,56.942,,
589,11/16/24 05:00:00 PM,20.150,58.158,,
590,11/16/24 05:05:00 PM,20.150,57.056,,
591,11/16/24 05:10:00 PM,20.079,56.400,,
592,11/16/24 05:15:00 PM,20.007,55.897,,
593,11/16/24 05:20:00 PM,19.960,55.644,,
594,11/16/24 05:25:00 PM,20.007,56.942,,
595,11/16/24 05:30:00 PM,20.150,58.005,,
596,11/16/24 05:35:00 PM,20.103,56.864,,
597,11/16/24 05:40:00 PM,20.055,56.212,,
598,11/16/24 05:45:00 PM,19.984,55.617,,
599,11/16/24 05:50:00 PM,19.960,56.352,,
600,11/16/24 05:55:00 PM,20.055,57.164,,
601,11/16/24 06:00:00 PM,20.150,57.730,,
602,11/16/24 06:05:00 PM,20.103,56.680,,
603,11/16/24 06:10:00 PM,20.055,56.120,,
604,11/16/24 06:15:00 PM,19.960,55.613,,
605,11/16/24 06:20:00 PM,19.960,56.720,,
606,11/16/24 06:25:00 PM,20.103,57.753,,
607,11/16/24 06:30:00 PM,20.126,57.083,,
608,11/16/24 06:35:00 PM,20.055,56.366,,
609,11/16/24 06:40:00 PM,19.960,55.706,,
610,11/16/24 06:45:00 PM,19.960,56.874,,
611,11/16/24 06:50:00 PM,20.103,57.692,,
612,11/16/24 06:55:00 PM,20.150,57.454,,
613,11/16/24 07:00:00 PM,20.055,56.489,,
614,11/16/24 07:05:00 PM,19.960,55.952,,
615,11/16/24 07:10:00 PM,19.912,56.805,,
616,11/16/24 07:15:00 PM,20.055,57.072,,
617,11/16/24 07:20:00 PM,20.126,57.696,,
618,11/16/24 07:25:00 PM,20.055,56.550,,
619,11/16/24 07:30:00 PM,19.936,55.856,,
620,11/16/24 07:35:00 PM,19.912,56.897,,
621,11/16/24 07:40:00 PM,20.055,58.021,,
622,11/16/24 07:45:00 PM,20.103,57.171,,
623,11/16/24 07:50:00 PM,20.007,56.144,,
624,11/16/24 07:55:00 PM,19.912,56.314,,
625,11/16/24 08:00:00 PM,19.984,56.847,,
626,11/16/24 08:05:00 PM,20.103,57.386,,
627,11/16/24 08:10:00 PM,20.007,56.082,,
628,11/16/24 08:15:00 PM,19.888,55.787,,
629,11/16/24 08:20:00 PM,19.912,56.652,,
630,11/16/24 08:25:00 PM,20.055,57.409,,
631,11/16/24 08:30:00 PM,19.984,56.171,,
632,11/16/24 08:35:00 PM,19.841,55.811,,
633,11/16/24 08:40:00 PM,19.888,56.771,,
634,11/16/24 08:45:00 PM,20.031,57.589,,
635,11/16/24 08:50:00 PM,20.007,56.236,,
636,11/16/24 08:55:00 PM,19.865,55.414,,
637,11/16/24 09:00:00 PM,19.888,56.433,,
638,11/16/24 09:05:00 PM,20.007,57.586,,
639,11/16/24 09:10:00 PM,20.007,56.236,,
640,11/16/24 09:15:00 PM,19.865,55.322,,
641,11/16/24 09:20:00 PM,19.865,56.399,,
642,11/16/24 09:25:00 PM,20.007,57.555,,
643,11/16/24 09:30:00 PM,20.031,56.547,,
644,11/16/24 09:35:00 PM,19.865,55.198,,
645,11/16/24 09:40:00 PM,19.865,56.644,,
646,11/16/24 09:45:00 PM,19.984,56.969,,
647,11/16/24 09:50:00 PM,20.007,56.543,,
648,11/16/24 09:55:00 PM,19.865,55.476,,
649,11/16/24 10:00:00 PM,19.841,56.641,,
650,11/16/24 10:05:00 PM,19.984,57.092,,
651,11/16/24 10:10:00 PM,20.007,56.389,,
652,11/16/24 10:15:00 PM,19.865,55.537,,
653,11/16/24 10:20:00 PM,19.841,56.702,,
654,11/16/24 10:25:00 PM,19.984,57.429,,
655,11/16/24 10:30:00 PM,20.007,56.451,,
656,11/16/24 10:35:00 PM,19.841,55.072,,
657,11/16/24 10:40:00 PM,19.865,56.337,,
658,11/16/24 10:45:00 PM,19.984,56.785,,
659,11/16/24 10:50:00 PM,20.007,56.205,,
660,11/16/24 10:55:00 PM,19.841,55.411,,
661,11/16/24 11:00:00 PM,19.865,56.337,,
662,11/16/24 11:05:00 PM,19.984,56.324,,
663,11/16/24 11:10:00 PM,20.007,56.267,,
664,11/16/24 11:15:00 PM,19.865,55.291,,
665,11/16/24 11:20:00 PM,19.865,56.337,,
666,11/16/24 11:25:00 PM,19.984,56.294,,
667,11/16/24 11:30:00 PM,20.031,56.362,,
668,11/16/24 11:35:00 PM,19.865,55.661,,
669,11/16/24 11:40:00 PM,19.888,56.587,,
670,11/16/24 11:45:00 PM,20.007,57.524,,
671,11/16/24 11:50:00 PM,19.960,55.983,,
672,11/16/24 11:55:00 PM,19.817,55.961,,
673,11/17/24 12:00:00 AM,19.912,56.406,,
674,11/17/24 12:05:00 AM,20.031,57.467,,
675,11/17/24 12:10:00 AM,19.960,55.428,,
676,11/17/24 12:15:00 AM,19.817,56.146,,
677,11/17/24 12:20:00 AM,19.912,56.437,,
678,11/17/24 12:25:00 AM,20.031,57.160,,
679,11/17/24 12:30:00 AM,19.912,55.360,,
680,11/17/24 12:35:00 AM,19.817,56.207,,
681,11/17/24 12:40:00 AM,19.936,56.287,,
682,11/17/24 12:45:00 AM,20.055,56.857,,
683,11/17/24 12:50:00 AM,19.912,55.236,,
684,11/17/24 12:55:00 AM,19.793,56.204,,
685,11/17/24 01:00:00 AM,19.912,56.345,,
686,11/17/24 01:05:00 AM,20.031,56.884,,
687,11/17/24 01:10:00 AM,19.912,55.205,,
688,11/17/24 01:15:00 AM,19.817,56.453,,
689,11/17/24 01:20:00 AM,19.960,56.413,,
690,11/17/24 01:25:00 AM,20.055,56.796,,
691,11/17/24 01:30:00 AM,19.912,55.082,,
692,11/17/24 01:35:00 AM,19.841,56.180,,
693,11/17/24 01:40:00 AM,19.960,56.106,,
694,11/17/24 01:45:00 AM,20.055,56.520,,
695,11/17/24 01:50:00 AM,19.841,54.948,,
696,11/17/24 01:55:00 AM,19.817,56.054,,
697,11/17/24 02:00:00 AM,19.960,55.952,,
698,11/17/24 02:05:00 AM,20.055,56.366,,
699,11/17/24 02:10:00 AM,19.888,54.862,,
700,11/17/24 02:15:00 AM,19.841,55.873,,
701,11/17/24 02:20:00 AM,19.984,55.832,,
702,11/17/24 02:25:00 AM,20.055,55.966,,
703,11/17/24 02:30:00 AM,19.865,54.674,,
704,11/17/24 02:35:00 AM,19.841,55.596,,
705,11/17/24 02:40:00 AM,19.984,55.493,,
706,11/17/24 02:45:00 AM,20.055,55.596,,
707,11/17/24 02:50:00 AM,19.865,54.272,,
708,11/17/24 02:55:00 AM,19.817,55.161,,
709,11/17/24 03:00:00 AM,19.960,55.397,,
710,11/17/24 03:05:00 AM,20.031,55.315,,
711,11/17/24 03:10:00 AM,19.817,53.986,,
712,11/17/24 03:15:00 AM,19.793,54.941,,
713,11/17/24 03:20:00 AM,19.936,54.869,,
714,11/17/24 03:25:00 AM,20.007,55.003,,
715,11/17/24 03:30:00 AM,19.817,53.584,,
716,11/17/24 03:35:00 AM,19.793,54.571,,
717,11/17/24 03:40:00 AM,19.936,54.468,,
718,11/17/24 03:45:00 AM,20.007,54.633,,
719,11/17/24 03:50:00 AM,19.817,53.366,,
720,11/17/24 03:55:00 AM,19.770,54.227,,
721,11/17/24 04:00:00 AM,19.912,54.433,,
722,11/17/24 04:05:00 AM,20.031,54.450,,
723,11/17/24 04:10:00 AM,19.817,52.839,,
724,11/17/24 04:15:00 AM,19.770,53.701,,
725,11/17/24 04:20:00 AM,19.912,54.402,,
726,11/17/24 04:25:00 AM,20.007,53.890,,
727,11/17/24 04:30:00 AM,19.746,52.486,,
728,11/17/24 04:35:00 AM,19.722,53.198,,
729,11/17/24 04:40:00 AM,19.865,53.776,,
730,11/17/24 04:45:00 AM,19.984,53.421,,
731,11/17/24 04:50:00 AM,19.746,52.051,,
732,11/17/24 04:55:00 AM,19.722,52.856,,
733,11/17/24 05:00:00 AM,19.865,53.063,,
734,11/17/24 05:05:00 AM,19.960,53.014,,
735,11/17/24 05:10:00 AM,19.770,52.023,,
736,11/17/24 05:15:00 AM,19.746,53.077,,
737,11/17/24 05:20:00 AM,19.865,53.187,,
738,11/17/24 05:25:00 AM,19.960,52.205,,
739,11/17/24 05:30:00 AM,19.722,51.704,,
740,11/17/24 05:35:00 AM,19.698,52.293,,
741,11/17/24 05:40:00 AM,19.841,52.966,,
742,11/17/24 05:45:00 AM,19.984,52.738,,
743,11/17/24 05:50:00 AM,19.793,51.433,,
744,11/17/24 05:55:00 AM,19.722,52.203,,
745,11/17/24 06:00:00 AM,19.841,52.997,,
746,11/17/24 06:05:00 AM,19.960,53.169,,
747,11/17/24 06:10:00 AM,19.865,51.287,,
748,11/17/24 06:15:00 AM,19.698,52.293,,
749,11/17/24 06:20:00 AM,19.817,52.745,,
750,11/17/24 06:25:00 AM,19.960,53.387,,
751,11/17/24 06:30:00 AM,19.888,51.727,,
752,11/17/24 06:35:00 AM,19.674,52.259,,
753,11/17/24 06:40:00 AM,19.770,52.583,,
754,11/17/24 06:45:00 AM,19.912,53.504,,
755,11/17/24 06:50:00 AM,19.960,52.579,,
756,11/17/24 06:55:00 AM,19.698,51.982,,
757,11/17/24 07:00:00 AM,19.722,52.421,,
758,11/17/24 07:05:00 AM,19.865,52.907,,
759,11/17/24 07:10:00 AM,19.984,53.390,,
760,11/17/24 07:15:00 AM,19.841,51.440,,
761,11/17/24 07:20:00 AM,19.674,52.477,,
762,11/17/24 07:25:00 AM,19.793,52.680,,
763,11/17/24 07:30:00 AM,19.936,53.694,,
764,11/17/24 07:35:00 AM,19.984,52.800,,
765,11/17/24 07:40:00 AM,19.722,52.234,,
766,11/17/24 07:45:00 AM,19.722,52.732,,
767,11/17/24 07:50:00 AM,19.865,52.845,,
768,11/17/24 07:55:00 AM,19.984,53.048,,
769,11/17/24 08:00:00 AM,19.865,50.881,,
770,11/17/24 08:05:00 AM,19.674,52.570,,
771,11/17/24 08:10:00 AM,19.770,52.676,,
772,11/17/24 08:15:00 AM,19.912,52.821,,
773,11/17/24 08:20:00 AM,20.007,53.176,,
774,11/17/24 08:25:00 AM,19.817,51.780,,
775,11/17/24 08:30:00 AM,19.722,52.825,,
776,11/17/24 08:35:00 AM,19.817,52.994,,
777,11/17/24 08:40:00 AM,19.960,53.200,,
778,11/17/24 08:45:00 AM,19.984,52.800,,
779,11/17/24 08:50:00 AM,19.793,52.680,,
780,11/17/24 08:55:00 AM,19.817,52.994,,
781,11/17/24 09:00:00 AM,19.912,53.038,,
782,11/17/24 09:05:00 AM,20.031,53.676,,
783,11/17/24 09:10:00 AM,19.888,51.696,,
784,11/17/24 09:15:00 AM,19.770,53.049,,
785,11/17/24 09:20:00 AM,19.865,53.156,,
786,11/17/24 09:25:00 AM,19.984,53.328,,
787,11/17/24 09:30:00 AM,20.031,53.273,,
788,11/17/24 09:35:00 AM,19.793,52.742,,
789,11/17/24 09:40:00 AM,19.770,53.360,,
790,11/17/24 09:45:00 AM,19.912,53.411,,
791,11/17/24 09:50:00 AM,20.031,53.676,,
792,11/17/24 09:55:00 AM,19.960,52.579,,
793,11/17/24 10:00:00 AM,19.817,53.397,,
794,11/17/24 10:05:00 AM,19.865,53.466,,
795,11/17/24 10:10:00 AM,19.984,53.421,,
796,11/17/24 10:15:00 AM,20.079,53.838,,
797,11/17/24 10:20:00 AM,19.888,52.817,,
798,11/17/24 10:25:00 AM,19.817,53.584,,
799,11/17/24 10:30:00 AM,19.912,53.628,,
800,11/17/24 10:35:00 AM,20.055,53.524,,
801,11/17/24 10:40:00 AM,20.055,53.245,,
802,11/17/24 10:45:00 AM,19.817,53.180,,
803,11/17/24 10:50:00 AM,19.841,53.556,,
804,11/17/24 10:55:00 AM,19.960,53.511,,
805,11/17/24 11:00:00 AM,20.079,53.807,,
806,11/17/24 11:05:00 AM,19.960,52.330,,
807,11/17/24 11:10:00 AM,19.793,53.425,,
808,11/17/24 11:15:00 AM,19.888,53.470,,
809,11/17/24 11:20:00 AM,19.984,53.421,,
810,11/17/24 11:25:00 AM,20.079,53.776,,
811,11/17/24 11:30:00 AM,19.865,53.187,,
812,11/17/24 11:35:00 AM,19.793,53.611,,
813,11/17/24 11:40:00 AM,19.912,53.597,,
814,11/17/24 11:45:00 AM,20.031,53.490,,
815,11/17/24 11:50:00 AM,20.055,53.214,,
816,11/17/24 11:55:00 AM,19.817,53.366,,
817,11/17/24 12:00:00 PM,19.865,53.590,,
818,11/17/24 12:05:00 PM,19.984,53.545,,
819,11/17/24 12:10:00 PM,20.079,53.652,,
820,11/17/24 12:15:00 PM,19.984,52.706,,
821,11/17/24 12:20:00 PM,19.770,53.484,,
822,11/17/24 12:25:00 PM,19.841,53.618,,
823,11/17/24 12:30:00 PM,19.984,53.514,,
824,11/17/24 12:35:00 PM,20.079,53.931,,
825,11/17/24 12:40:00 PM,19.960,52.703,,
826,11/17/24 12:45:00 PM,19.817,53.924,,
827,11/17/24 12:50:00 PM,19.888,53.904,,
828,11/17/24 12:55:00 PM,20.007,53.797,,
829,11/17/24 01:00:00 PM,20.103,54.089,,
830,11/17/24 01:05:00 PM,19.912,53.411,,
831,11/17/24 01:10:00 PM,19.865,54.055,,
832,11/17/24 01:15:00 PM,19.960,54.007,,
833,11/17/24 01:20:00 PM,20.055,53.897,,
834,11/17/24 01:25:00 PM,20.103,53.841,,
835,11/17/24 01:30:00 PM,19.865,53.807,,
836,11/17/24 01:35:00 PM,19.865,54.024,,
837,11/17/24 01:40:00 PM,19.984,53.948,,
838,11/17/24 01:45:00 PM,20.079,53.869,,
839,11/17/24 01:50:00 PM,20.055,53.400,,
840,11/17/24 01:55:00 PM,19.841,53.866,,
841,11/17/24 02:00:00 PM,19.865,54.024,,
842,11/17/24 02:05:00 PM,19.984,53.979,,
843,11/17/24 02:10:00 PM,20.079,53.900,,
844,11/17/24 02:15:00 PM,20.055,53.338,,
845,11/17/24 02:20:00 PM,19.865,53.838,,
846,11/17/24 02:25:00 PM,19.912,54.000,,
847,11/17/24 02:30:00 PM,20.007,53.921,,
848,11/17/24 02:35:00 PM,20.103,53.872,,
849,11/17/24 02:40:00 PM,20.055,53.058,,
850,11/17/24 02:45:00 PM,19.888,53.780,,
851,11/17/24 02:50:00 PM,19.936,53.879,,
852,11/17/24 02:55:00 PM,20.007,53.766,,
853,11/17/24 03:00:00 PM,20.126,53.721,,
854,11/17/24 03:05:00 PM,20.055,53.090,,
855,11/17/24 03:10:00 PM,19.865,53.652,,
856,11/17/24 03:15:00 PM,19.912,53.876,,
857,11/17/24 03:20:00 PM,20.007,53.828,,
858,11/17/24 03:25:00 PM,20.103,53.779,,
859,11/17/24 03:30:00 PM,20.079,53.155,,
860,11/17/24 03:35:00 PM,19.865,53.497,,
861,11/17/24 03:40:00 PM,19.912,53.721,,
862,11/17/24 03:45:00 PM,19.984,53.762,,
863,11/17/24 03:50:00 PM,20.103,53.996,,
864,11/17/24 03:55:00 PM,20.103,53.376,,
865,11/17/24 04:00:00 PM,19.865,53.249,,
866,11/17/24 04:05:00 PM,19.865,53.559,,
867,11/17/24 04:10:00 PM,19.960,53.573,,
868,11/17/24 04:15:00 PM,20.079,53.714,,
869,11/17/24 04:20:00 PM,20.103,53.562,,
870,11/17/24 04:25:00 PM,19.888,52.942,,
871,11/17/24 04:30:00 PM,19.865,53.373,,
872,11/17/24 04:35:00 PM,19.960,53.511,,
873,11/17/24 04:40:00 PM,20.079,53.652,,
874,11/17/24 04:45:00 PM,20.126,53.845,,
875,11/17/24 04:50:00 PM,19.936,52.731,,
876,11/17/24 04:55:00 PM,19.841,53.308,,
877,11/17/24 05:00:00 PM,19.936,53.476,,
878,11/17/24 05:05:00 PM,20.031,53.645,,
879,11/17/24 05:10:00 PM,20.126,53.659,,
880,11/17/24 05:15:00 PM,20.031,52.433,,
881,11/17/24 05:20:00 PM,19.817,53.180,,
882,11/17/24 05:25:00 PM,19.865,53.342,,
883,11/17/24 05:30:00 PM,19.984,53.607,,
884,11/17/24 05:35:00 PM,20.079,53.590,,
885,11/17/24 05:40:00 PM,20.126,53.348,,
886,11/17/24 05:45:00 PM,19.865,53.001,,
887,11/17/24 05:50:00 PM,19.865,53.311,,
888,11/17/24 05:55:00 PM,19.960,53.635,,
889,11/17/24 06:00:00 PM,20.055,53.586,,
890,11/17/24 06:05:00 PM,20.150,53.786,,
891,11/17/24 06:10:00 PM,20.031,52.184,,
892,11/17/24 06:15:00 PM,19.865,53.032,,
893,11/17/24 06:20:00 PM,19.912,53.194,,
894,11/17/24 06:25:00 PM,20.007,53.393,,
895,11/17/24 06:30:00 PM,20.103,53.407,,
896,11/17/24 06:35:00 PM,20.126,53.286,,
897,11/17/24 06:40:00 PM,19.888,52.693,,
898,11/17/24 06:45:00 PM,19.865,53.063,,
899,11/17/24 06:50:00 PM,19.960,53.231,,
900,11/17/24 06:55:00 PM,20.031,53.335,,
901,11/17/24 07:00:00 PM,20.126,53.534,,
902,11/17/24 07:05:00 PM,20.007,51.993,,
903,11/17/24 07:10:00 PM,19.841,52.966,,
904,11/17/24 07:15:00 PM,19.888,53.283,,
905,11/17/24 07:20:00 PM,19.984,53.576,,
906,11/17/24 07:25:00 PM,20.079,53.776,,
907,11/17/24 07:30:00 PM,20.103,53.221,,
908,11/17/24 07:35:00 PM,19.888,52.631,,
909,11/17/24 07:40:00 PM,19.865,53.249,,
910,11/17/24 07:45:00 PM,19.936,53.321,,
911,11/17/24 07:50:00 PM,20.031,53.521,,
912,11/17/24 07:55:00 PM,20.103,53.810,,
913,11/17/24 08:00:00 PM,19.960,52.049,,
914,11/17/24 08:05:00 PM,19.817,53.180,,
915,11/17/24 08:10:00 PM,19.888,53.501,,
916,11/17/24 08:15:00 PM,19.984,53.731,,
917,11/17/24 08:20:00 PM,20.055,53.866,,
918,11/17/24 08:25:00 PM,20.055,52.934,,
919,11/17/24 08:30:00 PM,19.841,53.028,,
920,11/17/24 08:35:00 PM,19.865,53.311,,
921,11/17/24 08:40:00 PM,19.960,53.728,,
922,11/17/24 08:45:00 PM,20.031,53.893,,
923,11/17/24 08:50:00 PM,20.103,53.903,,
924,11/17/24 08:55:00 PM,19.888,52.506,,
925,11/17/24 09:00:00 PM,19.793,53.146,,
926,11/17/24 09:05:00 PM,19.865,53.373,,
927,11/17/24 09:10:00 PM,19.960,53.635,,
928,11/17/24 09:15:00 PM,20.055,53.679,,
929,11/17/24 09:20:00 PM,20.031,52.651,,
930,11/17/24 09:25:00 PM,19.817,52.745,,
931,11/17/24 09:30:00 PM,19.817,53.273,,
932,11/17/24 09:35:00 PM,19.912,53.442,,
933,11/17/24 09:40:00 PM,19.984,53.514,,
934,11/17/24 09:45:00 PM,20.055,53.586,,
935,11/17/24 09:50:00 PM,19.960,51.768,,
936,11/17/24 09:55:00 PM,19.793,52.680,,
937,11/17/24 10:00:00 PM,19.841,52.966,,
938,11/17/24 10:05:00 PM,19.936,53.290,,
939,11/17/24 10:10:00 PM,20.007,53.393,,
940,11/17/24 10:15:00 PM,20.055,53.431,,
941,11/17/24 10:20:00 PM,19.912,51.668,,
942,11/17/24 10:25:00 PM,19.793,52.586,,
943,11/17/24 10:30:00 PM,19.841,52.718,,
944,11/17/24 10:35:00 PM,19.936,52.855,,
945,11/17/24 10:40:00 PM,20.007,53.083,,
946,11/17/24 10:45:00 PM,20.079,53.155,,
947,11/17/24 10:50:00 PM,19.936,51.265,,
948,11/17/24 10:55:00 PM,19.793,52.306,,
949,11/17/24 11:00:00 PM,19.817,52.528,,
950,11/17/24 11:05:00 PM,19.912,52.821,,
951,11/17/24 11:10:00 PM,19.984,52.893,,
952,11/17/24 11:15:00 PM,20.055,52.965,,
953,11/17/24 11:20:00 PM,20.031,51.685,,
954,11/17/24 11:25:00 PM,19.770,52.116,,
955,11/17/24 11:30:00 PM,19.770,52.365,,
956,11/17/24 11:35:00 PM,19.865,52.565,,
957,11/17/24 11:40:00 PM,19.936,52.793,,
958,11/17/24 11:45:00 PM,20.007,52.896,,
959,11/17/24 11:50:00 PM,20.055,52.903,,
960,11/17/24 11:55:00 PM,19.984,51.522,,
961,11/18/24 12:00:00 AM,19.770,52.054,,
962,11/18/24 12:05:00 AM,19.793,52.275,,
963,11/18/24 12:10:00 AM,19.865,52.503,,
964,11/18/24 12:15:00 AM,19.960,52.641,,
965,11/18/24 12:20:00 AM,20.007,52.710,,
966,11/18/24 12:25:00 AM,20.055,52.748,,
967,11/18/24 12:30:00 AM,20.007,51.650,,
968,11/18/24 12:35:00 AM,19.770,51.805,,
969,11/18/24 12:40:00 AM,19.793,52.057,,
970,11/18/24 12:45:00 AM,19.865,52.347,,
971,11/18/24 12:50:00 AM,19.960,52.330,,
972,11/18/24 12:55:00 AM,19.984,52.395,,
973,11/18/24 01:00:00 AM,20.055,52.499,,
974,11/18/24 01:05:00 AM,20.103,52.536,,
975,11/18/24 01:10:00 AM,19.912,51.012,,
976,11/18/24 01:15:00 AM,19.770,51.680,,
977,11/18/24 01:20:00 AM,19.817,51.936,,
978,11/18/24 01:25:00 AM,19.888,52.133,,
979,11/18/24 01:30:00 AM,19.960,52.174,,
980,11/18/24 01:35:00 AM,20.007,52.274,,
981,11/18/24 01:40:00 AM,20.055,52.280,,
982,11/18/24 01:45:00 AM,20.055,51.688,,
983,11/18/24 01:50:00 AM,19.793,51.277,,
984,11/18/24 01:55:00 AM,19.770,51.742,,
985,11/18/24 02:00:00 AM,19.817,51.967,,
986,11/18/24 02:05:00 AM,19.912,52.074,,
987,11/18/24 02:10:00 AM,19.960,52.049,,
988,11/18/24 02:15:00 AM,20.007,52.149,,
989,11/18/24 02:20:00 AM,20.055,52.249,,
990,11/18/24 02:25:00 AM,19.960,50.862,,
991,11/18/24 02:30:00 AM,19.793,51.589,,
992,11/18/24 02:35:00 AM,19.817,51.749,,
993,11/18/24 02:40:00 AM,19.888,52.008,,
994,11/18/24 02:45:00 AM,19.960,52.049,,
995,11/18/24 02:50:00 AM,20.007,52.087,,
996,11/18/24 02:55:00 AM,20.055,52.156,,
997,11/18/24 03:00:00 AM,20.055,52.000,,
998,11/18/24 03:05:00 AM,19.865,51.131,,
999,11/18/24 03:10:00 AM,19.793,51.621,,
1000,11/18/24 03:15:00 AM,19.841,51.908,,
1001,11/18/24 03:20:00 AM,19.912,51.949,,
1002,11/18/24 03:25:00 AM,19.960,52.018,,
1003,11/18/24 03:30:00 AM,20.007,52.025,,
1004,11/18/24 03:35:00 AM,20.055,52.062,,
1005,11/18/24 03:40:00 AM,20.079,52.190,,
1006,11/18/24 03:45:00 AM,19.912,50.950,,
1007,11/18/24 03:50:00 AM,19.770,51.617,,
1008,11/18/24 03:55:00 AM,19.817,51.780,,
1009,11/18/24 04:00:00 AM,19.888,51.946,,
1010,11/18/24 04:05:00 AM,19.936,51.921,,
1011,11/18/24 04:10:00 AM,19.984,51.928,,
1012,11/18/24 04:15:00 AM,20.007,51.962,,
1013,11/18/24 04:20:00 AM,20.055,51.969,,
1014,11/18/24 04:25:00 AM,20.079,52.066,,
1015,11/18/24 04:30:00 AM,19.912,50.918,,
1016,11/18/24 04:35:00 AM,19.770,51.430,,
1017,11/18/24 04:40:00 AM,19.817,51.530,,
1018,11/18/24 04:45:00 AM,19.888,51.634,,
1019,11/18/24 04:50:00 AM,19.936,51.578,,
1020,11/18/24 04:55:00 AM,19.960,51.612,,
1021,11/18/24 05:00:00 AM,19.984,51.647,,
1022,11/18/24 05:05:00 AM,20.031,51.716,,
1023,11/18/24 05:10:00 AM,20.055,51.782,,
1024,11/18/24 05:15:00 AM,20.079,51.878,,
1025,11/18/24 05:20:00 AM,20.007,50.555,,
